978-84-261-3634-3@Una casa a la medida@ Petr Horácek@12.50@13.00
978-84-261-3497-4@Un arco iris en la oscuridad@ Jane Coates y Alice Priestley@10.58@11.00
978-84-261-3504-9@Meteorología y estrategia@  Jean-Yves Bernot@44.23@46.00
978-84-261-3505-0@FitzRoy@ John y Mary Gribbin@23.04@25.00
978-84-261-3505-6@Escorbuto@ Stephen R. Bown @21.64@22.50
978-84-261-3506-3@Solos en el Atlántico@ Francesc Cusí@15.38@16.00
978-84-261-3507-0@Conozcamos nuestro cuerpo@ c. Tielmann-A. Möller@11.54@12.00
978-84-261-3509-4@Vamos a tener un bebé@ C. Tielmann-j.Lieffering @11.54@12.00
978-84-261-3511-7@El barco de los errantes@ Antoni Oliver@18.27@19.00
978-84-261-3513-1@Diccionario básico de la lengua española@ Alonso Vera Ramirez@19.23@20.00
978-84-261-3514-8@Un osito se cae de la cama@  Julia Donalson y Anna Currey@12.50@13.00
978-84-261-3516-2@El mar en calma y Viaje feliz@   J.W. Goethe - Schlossow@9.62@10.00
978-84-261-3518-8@Conrad@   El corazón de las tinieblas@6.73@7.00
978-84-261-3519-3@Las aventuras de la abeja Maya@  Waldemar Bonsels@9.52@9.90
978-84-261-3520-3@Crispín@ el cerdito que lo tenía todo  Ted Devan@11.54@12.00
978-84-261-3522-3@El maravilloso país de los Snergs@ E.A. Wyke Smith @13.46@14.00
978-84-261-3525-4@Guía para padres con poco tiempo y mucho cariño@ Luis Muiño@17.31@18.00
978-84-261-3527-8@Mamá@ ¿me cuentas un cuento? Yaël Vent des Hove @12.50@13.00
978-84-261-3531-5@¡Quiero una mascota!@  Angela McAllister y Charlotte Middleton@14.42@15.00
978-84-261-3533-9@La princesa dragón@ David Wiesner y Kim Khang@14.42@15.00
978-84-261-3535-3@Kafka@ La metamorfosis La condena y Carta al padre@6.73@7.00
978-84-261-3536-0@Fitz Roy@  John y Mery Gribbin@24.40@25.00
978-84-261-3537-7@El baile del tigre@ M. Doyle - S. Johnson L. Fancher@11.54@12.00
978-84-261-3539-1@El tigre de mar y otros cuentos para soñar@ T.Jones N. Newman y M. Foreman@26.92@28.00
978-84-261-3541-5@La leyenda de la serpiente@ MT Anderson y Bagram Ibatoulline@12.50@13.00
978-84-261-3543-8@Imagina un dia@ l. Thompson-R. Gonsalves@14.42@15.00
978-84-261-3545-2@El oso más grande del mundo@ Adam  Relf @17.79@18.50
978-84-261-3547-7@Clara y Asha@   Eric Rohmann@12.02@12.50
978-84-261-3549-0@Mi propio mundo@ Robin Knox-Johnston@18.27@19.00
978-84-261-3550-6@Deliciosa@   Helen Cooper @12.98@13.50
978-84-261-3552-0@Los fines de semana veo a papá@   Martina Baumbach y Jan Lieffering@11.54@12.00
978-84-261-3554-4@El crucero costero y de altura@  Olivier Le Carrer@40.38@42.00
978-84-261-3555-2@Dientes colas y tentáculos@ un libro de animales para contar Christopher Wormell@20.19@21.00
978-84-261-3557-5@Lucía y el Unicornio@ felices para siempre   B. G. Hennessy y Susan Mitchell @12.98@13.50
978-84-261-3559-9@El naufragio del Zéfiro@ Chris Van Allsburg @12.98@13.50
978-84-261-3561-2@Las mil y una noches@ ilustrado por Ángel Domínguez@25.00@26.00
978-84-261-3564-3@Cuando nace un monstruo@  Sean Taylor y Nick Sharrat@13.27@13.80
978-84-261-3567-4@Ivanhoe@  Walter Scott@13.46@14.00
978-84-261-3568-1@El pirata Bob@ K.Lasky -D. Clark @11.54@12.00
978-84-261-3570-4@Mar de fondo en la regata a Baleares@   Jordi Illa@17.31@18.00
978-84-261-3571-5@Cuando yo tenía tu edad@   Rachna Gilmore y Renné Benoit@11.54@12.00
978-84-261-3578-0@Agustina se muda al polo Norte@   Mélanie Watt@11.63@12.00
978-84-261-3580-3@¡Qué valiente!@    Lorenz Pauli y Katrin Schaärer@12.98@13.50
978-84-261-3582-7@La bibliotecaria de Basora@  Jeanette Winter@11.54@12.00
978-84-261-3584-1@Latitud@ la verdadera historia del descubridor del magnetismo terrestre S. Pumfrey@24.40@25.00
978-84-261-3586-5@El mundo de Gerard Mercator@  Andrew Taylor@25.00@26.00
978-84-261-3587-2@¿Por qué tenemos que comer?@ Christian Tielmann y Jan Lieffering @11.54@12.00
978-84-261-3589-6@María va a la pediatra@ Christian Tielman ilustrado por Hans Döring @11.54@12.00
978-84-261-3591-9@El zorrito@  Kate Banks y Georg Hallensleben@11.54@12.00
978-84-261-3593-3@¿Quién ha sido?@ Ben Redlich@11.54@12.00
978-84-261-3596-4 @Mitos y leyendas del mar@   Peter D. Jeans@26.92@28.00
978-84-261-3597-1@Uma@ la pequeña diosa Fred Bernard y François Roca@14.42@15.00
978-84-261-3599-5@¿Qué ves? Mirando a través de los ojos de los animales@ Bruno Heitz@12.98@13.50
978-84-261-3601-5@La ratonera@     Christian Morgenstern y Peter Schössow@12.50@13.00
978-84-261-3603-9@Diccionario náutico (ESPAÑOL-INGLÉS/INGLÉS-ESPAÑOL)@ L. Mercadé y M. Lucchetti@16.35@17.00
978-84-261-3603-9@Diccionario náutico (ESPAÑOL-INGLÉS/INGLÉS-ESPAÑOL)@ L. Mercadé y M. Lucchetti@16.35@17.00
978-84-261-3612-1@El charter náutico@   Salvador Capeta Alsina/Lluís Ferrés Gurt @21.15@22.00
978-84-261-3613-8@Veintiún elefantes en el puente de Brooklyn@ April Jones Prince y François Roca @11.59@12.00
978-84-261-3615-2@Día y noche@ C.Bertolucci F. Milo y A. Bartolozzi@12.02@12.50
978-84-261-3617-6 @Encima y debajo@ C. Bertolucci F. Milo y A. Bartolozzi@12.02@12.50
978-84-261-3619-0 @Pasado y presente@ C. Bertolucci F. Milo y F. Cucchiarini@12.02@12.50
978-84-261-3621-3@Calor y frío@ C. Bertolucci F. Milo y F. Cucchiarini @12.02@12.50
978-84-261-3623-7@Los ratones de la señora Marlove@ Frank Asch y Devin Asch@12.50@13.00
978-84-261-3625-1@Océanos de papel@ Olivier Le Carrer@47.12@49.00
978-84-261-3627-5@Imagina una noche@ Sarah L. Thomson y Rob Gonsalves@14.42@15.00
978-84-261-3628-2@El viejo árbol@ Ruth Brown@15.38@16.00
978-84-261-3630-5@La oca boba@ Petr Horácek@12.98@13.50
978-84-261-3632-9@Atlas mundial de buceo@ Jack Jackson y Charles Anderson@55.77@58.00
978-84-261-3633-6@Kazán@ perro lobo  James Oliver Curwood@10.58@11.00
978-84-261-3636-7@Cuentos de la selva@ Horacio Quiroga@10.57@11.00
978-84-261-3638-1@Nuestro planeta en peligro@ Donald Grant@13.46@14.00
978-84-261-3640-4@Reina Gisela@ Nikolaus Heidelbach@12.50@13.00
978-84-261-3642-8@Más listos que el hambre. Compilac. P.Manzano@ ilustr. de F. Solé.@24.04@25.00
978-84-261-3643-5@Asi veo yo las cosas@ Sirish Rao y Bhajju Shyam@12.50@13.00
978-84-261-3657-2@Mi barco@  Randall de Sève y Loren Long@12.50@13.00
978-84-261-3662-6@Vagabundo@ Un sueño en el horizonte Juan Antonio Martín Cuadrado@16.35@17.00
978-84-261-3663-3@Memorias difusas de Isidro Blanco@ Gonzalo Guijarro Puebla@17.31@18.00
978-84-261-3664-0@La familia Wagner@ Brigitte Hamann@18.27@19.00
978-84-261-3665-7@Pedro está enamorado@ Sara Pennypacker y Petra Mathers@12.98@13.50
978-84-261-3667-1@Tiranosaurio Reg@    Dan Crisp@18.26@19.00
978-84-261-3669-5@Perros y gatos@ Steve Jenkins@14.42@15.00
978-84-261-3671-8@Cuidado con la rana@ William Bee@11.54@12.00
978-84-261-3673-2@¡A la cama@ Hipo! Marcus Pfister@12.50@13.00
978-84-261-3675-6@25 Problemas de navegación costera@ Wolfpeter Stockfleth @17.31@18.00
978-84-261-3676-3@El cuento de los dos ratones@ Ruth Brown@15.38@16.00
978-84-261-3678-7@El mercader y el loro@ adaptado por S. Nadimi ilustrado por A. Kook@12.50@13.00
978-84-261-3680-0@El turbante del sultán@ Rachid Madani @14.42@15.00
978-84-261-3682-4@Cuentos del mar@ Compilados por Cooper Edens @26.92@28.00
978-84-261-3683-1 @¡No seas descarado!@ Ben Redlich@12.02@12.50
978-84-261-3685-5@Bebé Dodo@ Peter Schössow @13.94@14.50
978-84-261-3687-9@Aquí es mi casa@ Jerome Ruillier@11.54@12.00
978-84-261-3689-3@Brevísima relación de la destruición de las Indias@  Fray Bartolomé de las Casas@6.73@7.00
978-84-261-3691-6 @La vuelta al mundo sin prisas@ Kurt Schmidt @18.27@19.00
978-84-261-3701-2@El estrafalario libro de imágenes del duende Blas@ Emmanuelle Houdart@15.38@16.00
978-84-261-3703-6@El barco del abuelo@ Michael Catchpool. Ilustrado por Sophy Williams@12.50@13.00
978-84-261-3705-0@Galleta para perros@ Helen Cooper@12.98@13.50
978-84-261-3707-4@La casa de los animales@ Didier Jean y Zad@15.38@16.00
978-84-261-3709-8@Pronto llegará el invierno@ Monika Lange y Steffen Walentowitz @12.50@13.00
978-84-261-3711-1@Puedes verme?@ Monika Lange y Steffen Walentowitz @12.50@13.00
978-84-261-3713-5@Quién ha pasado por aquí@ Monica Lange y Udo Kruse-Schulz@12.50@13.00
978-84-261-3715-9@Donde viven las focas@ Monica Lange y Udo Kruse-Schulz@12.50@13.00
978-84-261-3717-3@Cuentos de Shakespeare@ Adaptación de Andrew Matthews ilustraciones de Angela Barret@26.92@28.00
978-84-261-3718-0@Gritos y escalofríos@ cuentos clásicos de misterio y terror@27.88@29.00
978-84-261-3719-7@Kim@ Rudyard Kipling@13.46@14.00
978-84-261-3720-3@Frankenstein@ Mary W. Shelley@10.58@11.00
978-84-261-3721-0@La séptima ola@ Luis Mollá Ayuso@18.27@19.00
978-84-261-3722-7@Tinta de mar@ Recopilación de Natalie Couilloud y Maria Borotau@29.37@29.50
978-84-261-3725-8@Murciélagos en la biblioteca@ Brian Lies@12.98@13.50
978-84-261-3727-2@Un oso bueno@ Ted Dewan@12.20@12.50
978-84-261-3729-6@Rojo Azul Amarillo@ E. Bardella Rapino y E. Battut@11.54@12.00
978-84-261-3731-9@El complot contra Hitler. Operación Walkyria@ Paul Berben@14.42@15.00
978-84-261-3732-6@Oso polar@ ¿sabes por qué se deshiela tu mundo?@9.62@10.00
978-84-261-3737-1@Imagina un lugar@ Sarah L. Thomson y Rob Gonsalves@14.42@15.00
978-84-261-3739-5@Capitan Verdeman@ superhéroe del reciclaje Ellie Bethel@11.54@12.00
978-84-261-3741-8@Yoon y la pulsera de Jade@ Helen Recorvits ilustrado por Gabi Swiatkowska @11.54@12.00
978-84-261-3747-0@Un día con papá@ Kate Banks y Lauren Castillo@11.54@12.00
978-84-261-3755-5@La manzana roja@ Feridun Oral@11.54@12.00
978-84-261-5502-3@Zweig@  Fouché el genio tenebroso @9.62@10.00
978-84-261-5505-7   @La ascensión al Everest@  John Hunt @14.42@15.00
978-84-261-5506-1@Quevedo@  Vida del buscón @6.73@7.00
978-84-261-5507-8@Dostoyevski@  Humillados y ofendidos@8.17@8.50
978-84-261-5526-9@Dickens@  Grandes esperanzas@9.13@9.50
978-84-261-5534-4@Dostoyevski@  El adolescente @9.13@9.50
978-84-261-5537-5@Cronin@  Las llaves del Reino @6.73@7.00
978-84-261-5538-3@Siete años en el Tíbet@   Heinrich Harrer@14.42@15.00
978-84-261-5559-7@Cuentos por teléfono@   Gianni Rodari  (Encuadernado en cartoné)@9.52@9.90
978-84-261-5584-9@Peter Pan y Wendy@   James  M. Barrie  ilustrado por M. L. Attwell@17.31@18.00
978-84-261-5602-0@Dostoyevski@  Crimen y castigo@8.65@9.00
978-84-261-5603-7@Anónimo@  Lazarillo de Tormes@6.73@7.00
978-84-261-5604-4@Yaci y su muñeca@   Anónimo brasileño Ilustrado por Gloria Carasusan  @9.62@10.00
978-84-261-5671-6@Eh@ petrel!  Julio Villar @17.31@18.00
978-84-261-5715-7@La guerra naval en el Atlántico@  Luis de la Sierra @17.31@18.00
978-84-261-5716-4@Calderón de la Barca@  La vida es sueño@6.73@7.00
978-84-261-5718-8@Hernández@ Martín Fierro @7.69@8.00
978-84-261-5766-9@Todos los perros del mundo@   Bo Bengtson @19.23@20.00
978-84-261-5814-7@Diccionario de dificultades del inglés@  Alfonso Torrents dels Prats  (Pendiente de reedición)@17.31@18.00
978-84-261-5824-6@Hackett@ Enrique VIII y sus seis mujeres @8.65@9.00
978-84-261-5834-5@El largo viaje@   Bernard Moitessier @14.42@15.00
@INGLÉS PARA ESPAÑOLES@  Basil Potter@@volver
@En la Montaña@ la Tierra y el Aire. @@volver
@Los libros de Dudú@   Annette Swoboda    (A partir de 1 año) @@
@Gaspar y Lola@    Anne Gutman y Georg Hallensleben    (De 6 años en adelante) @@volver
@Los libros de  Max@  Dagmar Geisler    (A partir de 1 año)@@
@Los libros de  Penélope@ A. Gutman y G. Hallensleben   (A partir de 3 años)@@
@Los libros del chiquitín@ Helen Oxenbury     (A partir de 1 año) @@volver
@Libros animados@ Gilles Eduar@@
@Mis primeros libros de imágenes@   Helen Oxenbury   (De 2 a 5 años) @@
@Mira Mira@   A. Gutman y G. Hallensleben   (A partir de 1 año)@@volver
@Mis amigos@  Nick Butterworth    (A partir de 1 año)@@
@Encuadernados en Cartoné@ formato original.     (De 7 a 77 años)                                          @@
@Los tres osos@ Cliff Wright@@
